Created on,Problem,Solution,Priority,Skill Level, Estimated Cost of Repair - amount ,Status,Funding,Date Completed, Final Cost of Repair/Investment - amount ,Community,Volunteer or Groups,Contractor
2020-10-21 14:37,Mickey would like to use the woodstove and there is an issue with the flue inside the home,See if we have a volunteer that is knowledgeable with wood stoves and sealing off flues to help her out,High,High,,Archived,,,,Marshall,,
2020-10-21 14:35,Ceiling needs to be pulled down inside the home where the roof is leaking and wiring needs to be replaced to prevent a fire,Tear down the ceiling the portions of the home where water is actively leaking and replace electrical wiring that has gotten wet. This should only happen after the roof is replaced. I'm just guessing a cost for this one no idea.,Urgent,High," $2,500 ",Archived,,,,Marshall,,
2020-10-21 14:29,"Flat roof is leaking and causing major water damage in the home. Roof is leaking really badly and water sometimes fills up the globes around the light fixtures in the home, which could cause an electrical short. The mold growth in several of the rooms is deeply concerning and creating a serious indoor air quality issue.",5V metal needs to be pulled off the home and replaced with galvalume on the steeper pitched portions of the roof and a membrane needs to be used on the flat roof sections around the home.,EMERGENCY,High," $9,500 ",Archived,,,,Marshall,,
2020-10-07 12:00,Front porch is rotting and needs to be replaced.,Replace front porch with pt lumber,Low,High," $3,500 ",Archived,,,,Walnut Community,,
2020-10-07 11:59,"Major roof leak that is causing serious interior damage to their home. The leak is causing/creating electrical issues, structural issues and serious mold growth. They had to move their daughter's bedroom to another area of the house due to mold. Not a good situation and it needs to be addressed asap.","The size and scope of this issue is truly unknown to make it right so The Curtioff's can have a healthy home. The roof needs to be completely replaced, reflashed and properly sealed by a professional. Any rotten wood on the roof sheeting needs to be replaced as well. It's a massive project and will be incredibly expensive due to the extent of the water damage. They were quoted $15,000 by a roofing professional for a new roof.",EMERGENCY,High," $15,000 ",Archived,,,,Walnut Community,,
2020-10-05 10:25,Window frame in primary bedroom is rotten,Replace window and frame,High,High, $500 ,Archived,,,,Marshall,,
2020-10-05 10:11,Railing needed for walk up attic stairs,Install a handrail for the attic stairs.,Low,Low, $200 ,Archived,,,,Marshall,,
2020-10-05 10:09,Fuel oil furnace is not working and they only have a wood stove as their source of heat.,They did not express an interest in getting the fuel oil furnace working again I only wanted to add a note about it. They seem to prefer wood heat.,Low,Low,,Archived,,,,Marshall,,
2020-10-05 10:04,Electrical panel needs upgrading,Hire an electrician to upgrade the service panel for the home and address any electrical issues that arise from the job,Urgent,High," $2,800 ",Archived,,,,Marshall,,
2020-10-05 10:03,Repair damage in walkup attic stairwell from roof leak after the roof is repaired.,Open up the walls and replace any wet or rotted materials. The extent of the damage is completely unknown.,Urgent,High, $500 ,Archived,,,,Marshall,,
2020-10-05 10:01,Dangerous basement stairs - no railings,Install handrails on the basement stairs,Urgent,High," $1,000 ",Archived,,,,Marshall,,
2020-10-05 9:59,"Bacteria in the well water causing strong odors and discoloration on plumbing fixtures (tub, sink, toilet)",I suggested that they look into an aerator system since the bacteria in their well is probably anaerobic. I also suggested that they add in a three stage filtration system.,High,High," $1,500 ",Archived,,,,Marshall,,
2020-10-05 9:57,Bathroom needs total remodel after water quality problem is fixed (see other repair referencing water issue),"tear out bathroom to studs and replace all fixtures, flooring, trim, etc.",Urgent,High," $8,500 ",Archived,,,,Marshall,,
2020-10-05 9:55,Several of the new windows in the home have been improperly installed and trimmed. The windows are drafty.,Remove trim around the windows and install spray foam (if none is present) and then re trim the window,Low,Low, $75 ,Archived,,,,Marshall,,
2020-10-05 9:53,They would like their spring revamped and looking for someone to help out,See if we have a volunteer that is familiar with heading up and repairing spring boxes,Low,High,,Archived,,,,Marshall,,
2020-10-05 9:41,"Exterior wood (facia, window trim, porch etc..) needs to be repainted",repaint the wood exterior on the home - no sanding or scraping!,Low,Low, $350 ,Archived,,,,Marshall,,
2020-10-05 9:40,"Install a new back exterior door before winter comes. Their laundry is on this back porch and the water froze this past winter, which led to busted pipes.",Install a new back exterior door on the home,Urgent,High, $500 ,Archived,,,,Marshall,,
2020-10-05 9:39,No vapor barrier underneath the crawlspace portion of the house,Install a 6mil vapor barrier underneath the crawlspace portion of the home,Urgent,Low, $400 ,Archived,,,,Marshall,,
2020-10-05 9:38,Multiple strange septic/grey water/black water issues going on with the home. The grey water from the kitchen sink and laundry is straight piped into the creek. They also suspect that the bathroom may be straight piped as well. They think there is a holding tank/septic tank and there are no leech lines. I told them that we could submit a request to Environmental Health to see if there were any septic permits on file. Given the age of the house it's unlikely that there is a drawing.,Nothing to do right now just need to be aware of the issues referenced above.,Low,High,,Archived,,,,Marshall,,
2020-10-05 9:35,The plumbing in the house is extremely old and is cast iron. No shutoff valve for water being supplied to The Farm Connection,Hire a plumber to install a shutoff valve to The Farm Connection and troubleshoot any other plumbing issues. They were told by other plumbers not to touch the cast iron pipes given their age. It may be time to replumb the entire house with PEX.,High,High, $500 ,Archived,,,,Marshall,,
2020-10-05 9:29,Given the steep pitch of the roof the gutters are too small to handle all of the water coming off the roof.,"Install new 5"" - 6"" gutters and larger downspouts to better manage the amount of water being shed by the roof. Install plastic corrugated pipes at the end of the downspouts and run them out away from the house. The clay drainage pipes have deteriorated over time and no longer draining properly.",Urgent,High," $1,000 ",Archived,,,,Marshall,,
2020-10-05 9:27,The roof is shingles on the front and metal on the back. There is an active roof leak in the valley above the porch and it's leaking into the walls of the walkup attic stairwell.,Install metal roofing on the front of the home to match the back half.,Urgent,High," $4,745 ",Complete,,2021-01-21,,Marshall,,Hyden Construction
2020-10-05 9:05,No railings on the front porch very unsafe,Install front railings on the porch and brace up the porch. No need to replace the entire porch at this time,Urgent,High, $600 ,Archived,,,,Marshall,,
2020-10-05 9:04,Poor drainage underneath the mobile home and there is a drainage pipe that floods the lot during heavy rain events. The home would benefit from a vapor barrier and new insulation underneath,install 6 mil vapor barrier and new insulation underneath the floor,Urgent,High, $350 ,Archived,,,,Marshall,,
2020-10-05 9:02,Active roof leak in small back right bedroom.,The water is most likely coming in from one of two vents about the bedroom. Clean out around the vents and lay down a thick layer of roofing tar or Through The Roof to hopefully stop this leak before it gets worse. The rest of the roof appears fine and there is a large number of roof penetrations. Any one of these vents could start leaking in the near future.,Urgent,High, $200 ,Archived,,,,Marshall,,
2020-10-05 9:00,Light shorted out in the bedroom (only known electrical issue),Hire an electrician to troubleshoot the issue and replace the fixture with a new one,Urgent,High, $250 ,Archived,,,,Marshall,,
2020-10-05 8:59,Kitchen sink leaking into bucket,Repair plumbing issues underneath the sink,Urgent,High, $100 ,Archived,,,,Marshall,,
2020-10-05 8:53,Hallway bathroom floor is extremely rotted and unsafe,Tear out and remodel the entire bathroom,Urgent,High," $7,500 ",Archived,,,,Marshall,,
2020-10-05 8:52,Furnace is not working and the only source of heat they have is electric space heaters,Hire an HVAC technician to come out and trouble shoot the furnace issues and go from there,Urgent,High, $375 ,Archived,,,,Marshall,,
2020-10-05 8:51,Floor rotted in front of front door,"Replace rotted portions of flooring, subfloor and joists in front of front door",Urgent,High, $450 ,Archived,,,,Marshall,,
2020-10-05 8:50,Front door frame rotted and falling apart,Replace front door and framing,Urgent,High, $500 ,Archived,,,,Marshall,,
2020-09-30 10:20,"Jessica from APS has reported a crack in Candy's tub that has been a problem for a while, possibly a year and a half, and is causing water damage beneath the tub.",have David take a look and provide possible solution,Urgent,High,,Archived,,,,Hot Springs,,
2020-09-29 12:04,"Front gutter, over newly installed stairs, leaks. Beth believes it just needs to be cleaned out and seams sealed. She was adamant that this should be done from a ladder and no one should need to step on the porch roof.",Clean gutters and apply sealant to cracks where they are leaking.,Urgent,Low,,Archived,,,,Walnut Community,,
2020-09-22 10:43,Overgrown vegetation,Help Darci reclaim her yard from the weeds/kudzu. She said she had to let some things go with the house and this was one of them. She does have a goat on a portion of her property that keeps down some of the kudzu. Get with her in advance on how to address to suit her.,Low,Low,,Complete,,2021-06-24,,Marshall,St. Paul's Episcopal Church (Edenton),
2020-09-22 10:41,Exterior painting - Darci needs help finishing painting the house in the hard to reach higher places. Get with her in advance on picking out the correct colors - her home is incredibly colorful.,Finish painting the exterior of the home and front porch if Darci wants to address it. Do not scrape or sand any of the paint on the front porch until it's tested for lead based paint.,High,Low, $600 ,Complete,,2021-06-24,,Marshall,,
